title,location,building_location1,building_location2,area,direction,type,description,price
紫晶南园,闵行,吴泾,紫晶南园,98,南 北,3室1厅1卫,SH1690640319202197504,3600
好日子大家园B区,宝山,顾村,好日子大家园B区,76,南 北,2室1厅1卫,SH1690732442014449664,3800
保利西子湾,松江,松江大学城,保利西子湾,59,南,1室1厅1卫,SH1690967113004482560,3800
宝钢四村,宝山,淞宝,宝钢四村,28,南,1室0厅1卫,SH1711613943312547840,3800
逸仙二村,宝山,高境,逸仙二村,46,南,1室1厅1卫,SH1712849208765054976,4000
金海壹品,奉贤,南桥,金海壹品,83,南,3室1厅1卫,SH1711650640742055936,4200
松花一村,杨浦,黄兴公园,松花一村,31,南,1室1厅1卫,SH1711650505471557632,4000
星创城,浦东,惠南,星创城,160,南,1室1厅1卫,SH1713054507614601216,3600
东陆新村二街坊,浦东,金桥,东陆新村二街坊,31,南,1室1厅1卫,SH1691067827265470464,3800
梧桐国际,浦东,周浦,梧桐国际,63,南 西南,1室2厅1卫,SH1691284626703646720,4000
园南新村,徐汇,植物园,园南新村,37,南,1室1厅1卫,SH1684765488132915200,4000
临沂六村,浦东,南码头,临沂六村,36,南,1室0厅1卫,SH1691371944164720640,3900
国和一村,杨浦,中原,国和一村,44,南,1室1厅1卫,SH1691409857124499456,3800
塘和家园德宁苑,松江,泗泾,塘和家园德宁苑,72,南,2室1厅1卫,SH1691429792575913984,3700
旭辉·公元,嘉定,安亭,旭辉·公元,89,东南,3室2厅1卫,SH1691004582701826048,4100
恒都广场,松江,松江新城,恒都广场,32,西北,2室1厅1卫,SH1684219336828387328,3800
中怡家园,宝山,顾村,中怡家园,64,南,1室1厅1卫,SH1691062083417800704,4100
梧桐国际,浦东,周浦,梧桐国际,63,南 西南,1室2厅1卫,SH1691284626703646720,4000
园南新村,徐汇,植物园,园南新村,37,南,1室1厅1卫,SH1684765488132915200,4000
国和一村,杨浦,中原,国和一村,44,南,1室1厅1卫,SH1691409857124499456,3800
塘和家园德宁苑,松江,泗泾,塘和家园德宁苑,72,南,2室1厅1卫,SH1691429792575913984,3700
水仙雅苑,松江,泗泾,水仙雅苑,74,南 北,2室1厅1卫,SH1686366288751886336,4100
新凯城锦昌苑,松江,泗泾,新凯城锦昌苑,69,南,2室1厅1卫,SH1692038021051842560,3900
临沂八村,浦东,南码头,临沂八村,38,南,1室0厅1卫,SH1692367585481326592,4200
万科早城(二期),闵行,浦江,万科早城(二期),70,南,1室1厅1卫,SH1686674237588242432,4200
灵新小区,虹口,凉城,灵新小区,33,南,1室0厅1卫,SH1692378388724973568,4200
象屿滨江悦府,奉贤,奉贤金汇,象屿滨江悦府,85,东南 南,3室1厅1卫,SH1686663497187852288,4200
达丰新村,普陀,武宁,达丰新村,30,南,1室1厅1卫,SH1692411117554368512,4200
慧华东苑,宝山,上大,慧华东苑,78,南,2室1厅1卫,SH1692420080492609536,4000
松花江路2591弄,虹口,曲阳,松花江路2591弄,31,南,1室1厅1卫,SH1692433877538177024,4000
文翔名苑(公寓),松江,松江大学城,文翔名苑(公寓),98,南,2室2厅1卫,SH1649715899952791552,4100
石油新村(虹口),虹口,凉城,石油新村(虹口),27,南,1室1厅1卫,SH1651520685631078400,4000
好世商业广场,嘉定,嘉定新城,好世商业广场,53,东,1室1厅1卫,SH1711709374881202176,3800
泉灵小区,静安,彭浦,泉灵小区,42,南,1室1厅1卫,SH1713091185326686208,3700
双阳路111弄,杨浦,周家嘴路,双阳路111弄,29,南,1室1厅1卫,SH1710933774763556864,4100
绿地领海(商业类),宝山,上大,绿地领海(商业类),55,南,2室1厅1卫,SH1710932232555724800,3600
好日子大家园D区,宝山,顾村,好日子大家园D区,76,南 北,2室1厅1卫,SH1711949806902968320,3600
永康城香樟苑,闵行,浦江,永康城香樟苑,67,南,2室1厅1卫,SH1712007758280130560,3700
双山小区,普陀,甘泉宜川,双山小区,37,南,1室1厅1卫,SH1712038366993711104,4200
旭辉·公元,嘉定,安亭,旭辉·公元,90,南,3室2厅1卫,SH1712033953545715712,4000
万科清林径,浦东,新场,万科清林径,96,南,3室2厅1卫,SH1712075342362968064,4200
新城金郡,嘉定,嘉定新城,新城金郡,90,南 北,2室2厅1卫,SH1712081626571210752,4200
延吉四村,杨浦,黄兴公园,延吉四村,34,南,1室1厅1卫,SH1712048898232549376,4100
汇成五村,徐汇,上海南站,汇成五村,33,南,1室0厅1卫,SH1712045509427855360,4000
金硕河畔景园西区,闵行,闵浦,金硕河畔景园西区,71,南,2室1厅1卫,SH1712098370924838912,4000
绿地摩登公馆,宝山,顾村,绿地摩登公馆,56,南,1室1厅1卫,SH1712100848181444608,3800
东沪园,宝山,顾村,东沪园,55,南,2室1厅1卫,SH1710976932297834496,3800
中冶锦园,宝山,月浦,中冶锦园,75,南,2室2厅1卫,SH1710966594785509376,4200
杨家桥小区(普陀),普陀,万里,杨家桥小区(普陀),47,南,1室1厅1卫,SH1710994609766662144,4000
宜川一村,普陀,甘泉宜川,宜川一村,27,南,1室1厅1卫,SH1710985040579526656,4000
鹤北新村二街坊,闵行,老闵行,鹤北新村二街坊,78,南,2室1厅1卫,SH1685199914444783616,4200
祁连二村,宝山,上大,祁连二村,42,南,1室1厅1卫,SH1685196637514760192,3800
新凯城紫荆苑,松江,泗泾,新凯城紫荆苑,84,南 北,3室1厅1卫,SH1685517404337078272,4000
新凯城银杏苑,松江,泗泾,新凯城银杏苑,72,南,2室1厅1卫,SH1685515467529125888,3800
凤城四村,杨浦,控江路,凤城四村,36,南,1室1厅1卫,SH1685590137766936576,3800
车站南路407弄,虹口,凉城,车站南路407弄,42,南,1室1厅1卫,SH1682980638098980864,3600
寿山坊,徐汇,康健,寿山坊,40,南,1室1厅1卫,SH1683107889763319808,4200
上港小区,浦东,梅园,上港小区,35,南,1室1厅1卫,SH1683115529847439360,4200
控江小区,杨浦,鞍山,控江小区,35,南,1室1厅1卫,SH1683025969503272960,3800
中紫小区,长宁,虹桥,中紫小区,15,东,1室0厅1卫,SH1683339662837415936,4200
日晖六村,徐汇,斜土路,日晖六村,25,东 北,1室1厅1卫,SH1683347276862324736,4000
浦东大道2511弄,浦东,金杨,浦东大道2511弄,45,南,1室1厅1卫,SH1683397046364536832,3800
绿地南桥新苑,奉贤,南桥,绿地南桥新苑,114,南,3室2厅2卫,SH1683809831879704576,3800
控江六村,杨浦,黄兴公园,控江六村,31,南,1室1厅1卫,SH1684058701607993344,3600
本溪路149弄,杨浦,鞍山,本溪路149弄,23,南,1室1厅1卫,SH1684425560610045952,4000
银都二村,静安,彭浦,银都二村,35,南,1室1厅1卫,SH1685865688066949120,4100
爱博六村,闵行,华漕,爱博六村,60,南,1室1厅1卫,SH1684550940956295168,3900
五浦汇盛青雅苑,青浦,盈浦,五浦汇盛青雅苑,89,南,2室1厅1卫,SH1682716116897497088,3700
本溪路149弄,杨浦,鞍山,本溪路149弄,23,南,1室1厅1卫,SH1684425560610045952,4000
弘公馆,松江,莘闵别墅,弘公馆,67,南,2室2厅1卫,SH1685923458451505152,3600
鞍山路61号,杨浦,鞍山,鞍山路61号,36,西南,1室0厅1卫,SH1692029888338329600,4000
菊泉小区,宝山,顾村,菊泉小区,83,南 北,2室1厅1卫,SH1692052927289491456,4200
临沂八村,浦东,南码头,临沂八村,38,南,1室0厅1卫,SH1692367585481326592,4200
灵新小区,虹口,凉城,灵新小区,33,南,1室0厅1卫,SH1692378388724973568,4200
六里二村,浦东,世博,六里二村,36,南,1室1厅1卫,SH1692420818782388224,4100
延吉四村,杨浦,黄兴公园,延吉四村,34,南,1室1厅1卫,SH1686373741220593664,4200
达丰新村,普陀,武宁,达丰新村,30,南,1室1厅1卫,SH1692411117554368512,4200
崧泽华城逸泰雅苑（二期）,青浦,赵巷,崧泽华城逸泰雅苑（二期）,69,南,3室1厅1卫,SH1692400916822491136,3700
六里二村,浦东,世博,六里二村,36,南,1室1厅1卫,SH1692420818782388224,4100
菊泉新城(陆翔路678弄),宝山,顾村,菊泉新城(陆翔路678弄),78,南 北,2室1厅1卫,SH1692420926496309248,4200
德华一村,嘉定,南翔,德华一村,58,南,2室1厅1卫,SH1692509329057382400,4200
旭辉·公元,嘉定,安亭,旭辉·公元,69,南,2室1厅1卫,SH1692456695806033920,3800
东泉苑小区,普陀,甘泉宜川,东泉苑小区,38,南,1室1厅1卫,SH1692529695263817728,4000
汇秀景苑三街坊,闵行,闵浦,汇秀景苑三街坊,57,南,1室2厅1卫,SH1676958312253358080,3600
凤凰城天境,奉贤,海湾,凤凰城天境,94,南,3室2厅2卫,SH1684446445718994944,4000
东渡悦来城,青浦,盈浦,东渡悦来城,46,南,2室1厅1卫,SH1677197101320110080,3800
保利湖畔阳光苑,嘉定,嘉定新城,保利湖畔阳光苑,102,南,3室1厅2卫,SH1677536977919934464,3800
徐泾北城欣沁苑西区,青浦,华新,徐泾北城欣沁苑西区,73,南,3室1厅1卫,SH1684493225890414592,3700
保利家园南区,嘉定,嘉定新城,保利家园南区,87,南 北,2室1厅1卫,SH1677644456343371776,4200
长风三村,普陀,长风,长风三村,32,南,1室1厅1卫,SH1677875594152378368,4200
友好佳苑,闵行,老闵行,友好佳苑,88,南,3室1厅1卫,SH1677972573284990976,4200
菁英尚都,嘉定,南翔,菁英尚都,45,南,2室2厅1卫,SH1677929054424006656,4200
万荣小区,静安,阳城,万荣小区,44,南,1室1厅1卫,SH1678249130041802752,4100
祁连三村,宝山,上大,祁连三村,49,南,1室1厅1卫,SH1678302181603672064,3900
塘南路159弄,浦东,南码头,塘南路159弄,40,南,1室1厅1卫,SH1664504795349647360,4000
鞍山六村,杨浦,鞍山,鞍山六村,32,南,1室0厅1卫,SH1651075000486068224,3800
龙湖新壹城,松江,松江大学城,龙湖新壹城,28,南,1室1厅1卫,SH1654037569953857536,4000
曹杨八村,普陀,真如,曹杨八村,31,南,1室1厅1卫,SH1653764593962450944,3700
金龙公寓(杨浦),杨浦,周家嘴路,金龙公寓(杨浦),53,南,1室1厅1卫,SH1654689971279233024,4200
共康四村,静安,彭浦,共康四村,50,南,1室1厅1卫,SH1654479833566019584,4200
永和二村,静安,永和,永和二村,31,南,1室0厅1卫,SH1667809125402148864,3800
绿地公园广场,宝山,顾村,绿地公园广场,64,南,1室1厅1卫,SH1711013365876260864,3800
呼玛三村,宝山,张庙,呼玛三村,38,南,1室1厅1卫,SH1711000394814980096,4200
白洋淀新村,杨浦,周家嘴路,白洋淀新村,36,南,1室0厅1卫,SH1711220162000060416,4200
上南一村,浦东,世博,上南一村,30,南,1室1厅1卫,SH1712310142134910976,4200
乾溪二村,宝山,大场镇,乾溪二村,73,南 北,2室1厅1卫,SH1712328355719675904,4200
绿地领海(商业类),宝山,上大,绿地领海(商业类),54,北,2室1厅1卫,SH1713183230749835264,3600
甘泉三村,普陀,甘泉宜川,甘泉三村,36,南,1室0厅1卫,SH1712331424083738624,3900
鞍山路61号,杨浦,鞍山,鞍山路61号,36,西南,1室0厅1卫,SH1692029888338329600,4000
水仙雅苑,松江,泗泾,水仙雅苑,74,南 北,2室1厅1卫,SH1686366288751886336,4100
新凯城锦昌苑,松江,泗泾,新凯城锦昌苑,69,南,2室1厅1卫,SH1692038021051842560,3900
临沂八村,浦东,南码头,临沂八村,38,南,1室0厅1卫,SH1692367585481326592,4200
灵新小区,虹口,凉城,灵新小区,33,南,1室0厅1卫,SH1692378388724973568,4200
慧华东苑,宝山,上大,慧华东苑,78,南,2室1厅1卫,SH1692420080492609536,4000
松花江路2591弄,虹口,曲阳,松花江路2591弄,31,南,1室1厅1卫,SH1692433877538177024,4000
水仙雅苑,松江,泗泾,水仙雅苑,74,南 北,2室1厅1卫,SH1686366288751886336,4100
德华一村,嘉定,南翔,德华一村,58,南,2室1厅1卫,SH1692509329057382400,4200
万科早城(二期),闵行,浦江,万科早城(二期),70,南,1室1厅1卫,SH1686674237588242432,4200
旭辉·公元,嘉定,安亭,旭辉·公元,69,南,2室1厅1卫,SH1692456695806033920,3800
象屿滨江悦府,奉贤,奉贤金汇,象屿滨江悦府,85,东南 南,3室1厅1卫,SH1686663497187852288,4200
牡丹逸庭,松江,泗泾,牡丹逸庭,72,南,2室1厅1卫,SH1692750553186041856,3700
菊泉新城(陆翔路698弄),宝山,顾村,菊泉新城(陆翔路698弄),80,南 北,2室1厅1卫,SH1692753311372935168,3900
聚贤煌都,奉贤,南桥,聚贤煌都,125,南,3室2厅2卫,SH1692796140480626688,4200
延吉四村,杨浦,黄兴公园,延吉四村,35,南,1室1厅1卫,SH1684451742869094400,4000
凤城二村,杨浦,控江路,凤城二村,38,南,1室1厅1卫,SH1684768807798702080,3900
崧泽华城逸泰雅苑（二期）,青浦,赵巷,崧泽华城逸泰雅苑（二期）,69,南,2室1厅1卫,SH1684824295127121920,4000
欣乐苑（东苑）,青浦,华新,欣乐苑（东苑）,55,南,1室1厅1卫,SH1684841112801378304,3800
上炼二村,浦东,外高桥,上炼二村,54,南 北,2室0厅1卫,SH1684915778962325504,3700
广中二村,虹口,凉城,广中二村,32,南,1室1厅1卫,SH1687087455678758912,4200
嘉涛湾,青浦,朱家角,嘉涛湾,371,南 北,4室2厅3卫,SH1692827757840433152,4000
牡丹逸庭,松江,泗泾,牡丹逸庭,72,南,2室1厅1卫,SH1692750553186041856,3700
彭新小区,静安,彭浦,彭新小区,29,南,1室0厅1卫,SH1692756718783561728,4000
菊泉新城(陆翔路698弄),宝山,顾村,菊泉新城(陆翔路698弄),80,南 北,2室1厅1卫,SH1692753311372935168,3900
聚贤煌都,奉贤,南桥,聚贤煌都,125,南,3室2厅2卫,SH1692796140480626688,4200
桃浦六村樱花苑,普陀,桃浦,桃浦六村樱花苑,45,南,1室1厅1卫,SH1593916742537576448,3600
武宁一村,普陀,武宁,武宁一村,28,南,1室0厅1卫,SH1602976126446075904,4000
曲沃路153号,静安,彭浦,曲沃路153号,57,南,2室1厅1卫,SH1603339897546997760,4200
柳营路1025弄,静安,大宁,柳营路1025弄,34,南,1室0厅1卫,SH1603414623556468736,3999
延吉五村,杨浦,黄兴公园,延吉五村,34,南,1室1厅1卫,SH1607221485947060224,3700
水都南岸(一期),青浦,朱家角,水都南岸(一期),93,南 北,3室2厅2卫,SH1605858800437297152,3800
泗塘五村,宝山,张庙,泗塘五村,62,南,2室1厅1卫,SH1610545856010780672,3800
银龙新村,杨浦,东外滩,银龙新村,31,南,1室0厅1卫,SH1611565947556986880,4000
文翔名苑(公寓),松江,松江大学城,文翔名苑(公寓),88,南 北,2室2厅1卫,SH1611717020808642560,4100
高兴花园二三四街坊,闵行,春申,高兴花园二三四街坊,52,南,1室1厅1卫,SH1611678008685363200,3800
临沂一村,浦东,南码头,临沂一村,39,南,1室1厅1卫,SH1614586294388654080,4100
人乐小区,松江,松江老城,人乐小区,69,南 北,3室1厅1卫,SH1684459717537038336,3600
馨佳园(菊泉街1280弄),宝山,顾村,馨佳园(菊泉街1280弄),76,南,2室1厅1卫,SH1684781806458503168,3900
园南新村,徐汇,植物园,园南新村,45,南,1室1厅1卫,SH1677543688831500288,4000
双阳路291弄,杨浦,周家嘴路,双阳路291弄,29,南,1室1厅1卫,SH1677658967104290816,4100
东川花苑,闵行,老闵行,东川花苑,57,南,2室1厅1卫,SH1677639432452177920,3800
管弄一二街坊,普陀,光新,管弄一二街坊,31,南,1室0厅1卫,SH1677621135581118464,4000
鞍山五村,杨浦,鞍山,鞍山五村,33,南,1室0厅1卫,SH1677998684651913216,3600
鞍山四村第一小区,杨浦,鞍山,鞍山四村第一小区,37,南,1室1厅1卫,SH1685167328129449984,3800
陇南小区,徐汇,华东理工,陇南小区,47,南,1室1厅1卫,SH1678458534116720640,3700
新城悠活城,嘉定,菊园新区,新城悠活城,85,南,2室2厅1卫,SH1678600393082273792,4000
三迪曼哈顿,松江,松江大学城,三迪曼哈顿,50,南,3室1厅1卫,SH1678376851040370688,4000
恒盛湖畔豪庭,奉贤,南桥,恒盛湖畔豪庭,95,南 北,2室2厅1卫,SH1685295127712497664,4000
翔和雅苑,嘉定,南翔,翔和雅苑,69,南,2室1厅1卫,SH1685224354348007424,4000
徐泾北城欣沁苑西区,青浦,华新,徐泾北城欣沁苑西区,72,南,3室0厅1卫,SH1685569238028255232,3700
曹杨八村,普陀,真如,曹杨八村,36,东,1室0厅1卫,SH1685579459668738048,3800
中展瑞景,松江,松江大学城,中展瑞景,58,南,2室1厅1卫,SH1678668314206797824,4200
佘北家园茸绣苑,松江,佘山,佘北家园茸绣苑,97,南,3室1厅1卫,SH1678355463218921472,3800
馨佳园(菊盛路1158弄),宝山,顾村,馨佳园(菊盛路1158弄),77,南,2室1厅1卫,SH1686715284695547904,4000
凉城三村,虹口,凉城,凉城三村,42,南,1室1厅1卫,SH1680440744352940032,4000
泰和新城(泰和西路3381弄),宝山,顾村,泰和新城(泰和西路3381弄),53,南 北,2室1厅1卫,SH1688415780233805824,3900
殷行一、二村,杨浦,中原,殷行一、二村,49,南 北,2室1厅1卫,SH1681921372319645696,4200
中星海上名豪苑(三期),嘉定,江桥,中星海上名豪苑(三期),64,南,1室1厅1卫,SH1680809667917250560,3800
沂南路54弄,浦东,南码头,沂南路54弄,35,南,1室0厅1卫,SH1682293615335833600,4200
文翔名苑(公寓),松江,松江大学城,文翔名苑(公寓),78,南,2室2厅1卫,SH1689577937084350464,4100
长新小区(普陀),普陀,甘泉宜川,长新小区(普陀),35,南,1室1厅1卫,SH1689538985858170880,4000
鞍山一村,杨浦,鞍山,鞍山一村,25,西 北,1室0厅1卫,SH1689851407668084736,3600
崧泽华城逸泰雅苑,青浦,赵巷,崧泽华城逸泰雅苑,69,南,2室1厅1卫,SH2857136078207860736,4200
馨和雅苑,闵行,闵浦,馨和雅苑,75,南 北,2室1厅1卫,SH1676503821225820160,4000
长白山路633弄,宝山,顾村,长白山路633弄,135,南,3室2厅2卫,SH1669243701295054848,3900
国和二村,杨浦,中原,国和二村,40,西南,1室0厅1卫,SH1676596401955405824,4200
柳梁路55弄,嘉定,菊园新区,柳梁路55弄,56,南,2室1厅1卫,SH1676593513803808768,3600
紫阳花苑,徐汇,华泾,紫阳花苑,55,南,2室1厅1卫,SH1677188482532900864,3600
园西小区,浦东,川沙,园西小区,54,南,2室1厅1卫,SH1710641732476993536,4000
巷佳华苑(一期),青浦,赵巷,巷佳华苑(一期),82,南,3室2厅2卫,SH1671859166630641664,4100
菁英尚都,嘉定,南翔,菁英尚都,39,南,2室1厅2卫,SH1703082099361185792,3800
莲花新村,闵行,春申,莲花新村,66,南,2室1厅1卫,SH2584784610462810112,4000
洛川中路1100弄,静安,大宁,洛川中路1100弄,40,南,1室1厅1卫,SH1677164009356263424,3900
天和湖滨家园(公寓),浦东,川沙,天和湖滨家园(公寓),86,南,2室2厅1卫,SH1692170123483283456,4000
维奇特大厦,浦东,花木,维奇特大厦,32,南,1室0厅1卫,SH1661652689836048384,3900
江浦路1275弄,杨浦,周家嘴路,江浦路1275弄,36,南,1室1厅1卫,SH1685518844845621248,4000
裕德路66弄,徐汇,徐家汇,裕德路66弄,25,北,1室0厅1卫,SH1692887155648495616,4000
博佳花园,浦东,惠南,博佳花园,125,南,4室1厅2卫,SH1692902467093659648,3900
龙湖新壹城,松江,松江大学城,龙湖新壹城,28,北,1室1厅1卫,SH1685653850314244096,3600
宜达新居,青浦,夏阳,宜达新居,88,南,2室1厅1卫,SH1686689591785947136,4200
上海诗林(公寓),松江,九亭,上海诗林(公寓),49,北,1室1厅1卫,SH1687010061211140096,4000
万乐城(商业类),闵行,吴泾,万乐城(商业类),44,南 北,2室1厅1卫,SH1630578891041013760,4000
馨佳园(菊泉街1281弄),宝山,顾村,馨佳园(菊泉街1281弄),74,南,2室1厅1卫,SH1666030776749129728,3800
保利叶上海(一期),宝山,顾村,保利叶上海(一期),81,南,2室2厅1卫,SH1666744239179956224,4100
